its careful pace and seemingly opaque story	its careful pace and seemingly opaque story	may not satisfy every moviegoer 's appetite	may not satisfy every moviegoer's appetite	does not live up to its style	are nothing special	seem contrived and secondhand
a few of the characters	a few of the characters	act in ways that real people would n't	act in ways that real people wouldn't	these novelistic stories	main characters	the television series
a few of the characters	a few of the characters	act in ways that real people would n't	act in ways that real people wouldn't	may be shallow	are certainly not earthshaking	can also seem tedious
The problems and characters it reveals	the problems and characters it reveals	are universal and involving	are universal and involving	all the dysfunctional family dynamics	the film's few ideas	the most conservative protagonists
The problems and characters it reveals	the problems and characters it reveals	are universal and involving	are universal and involving	can be fertile sources of humor	are utterly convincing	make it strangely magnetic
the message of our close ties with animals	the message of our close ties with animals	can certainly not be emphasized enough	can certainly not be emphasized enough	its electronic expression	the film's messages	the same ideas
the message of our close ties with animals	the message of our close ties with animals	can certainly not be emphasized enough	can certainly not be emphasized enough	would be an understatement	should be measured	doesn't just slip
The film 's messages of tolerance and diversity	the film's messages of tolerance and diversity	are n't particularly original	aren't particularly original	the noble traditions	equally gentle sentiments	the filmmaker's lifelong concerns
The film 's messages of tolerance and diversity	the film's messages of tolerance and diversity	are n't particularly original	aren't particularly original	make you nervous	are too obvious	are too manipulative
The experience of going to a film festival	the experience of going to a film festival	is a rewarding one	is a rewarding one	the catalytic effect	almost any horror film	the execution of these twists
The experience of going to a film festival	the experience of going to a film festival	is a rewarding one	is a rewarding one	was actually surprising	is utterly convincing	brings them to life
